season,competition,round,date,time,home,away,home_score,away_score,penalties,venue_side,attendance,report_url,match_id
2021-22,Ligue 1,38,sam. 21/05/2022,21:00,Clermont Foot,Lyon,1,2,non,E,12.000,/spielbericht/index/spielbericht/3589600,3589600
2022-23,Ligue 1,1,ven. 05/08/2022,21:00,Lyon,AC Ajaccio,2,1,non,D,48.516,/spielbericht/index/spielbericht/3839732,3839732
2022-23,Ligue 1,3,ven. 19/08/2022,21:00,Lyon,Troyes,4,1,non,D,44.289,/spielbericht/index/spielbericht/3839821,3839821
2022-23,Ligue 1,4,dim. 28/08/2022,17:05,Stade de Reims,Lyon,1,1,non,E,14.930,/spielbericht/index/spielbericht/3839848,3839848
2022-23,Ligue 1,5,mer. 31/08/2022,19:00,Lyon,AJ Auxerre,2,1,non,D,38.609,/spielbericht/index/spielbericht/3839867,3839867
2022-23,Ligue 1,6,sam. 03/09/2022,19:00,Lyon,Angers SCO,5,0,non,D,39.586,/spielbericht/index/spielbericht/3840013,3840013
2022-23,Ligue 1,2,mer. 07/09/2022,19:00,FC Lorient,Lyon,3,1,non,E,13.685,/spielbericht/index/spielbericht/3839777,3839777
2022-23,Ligue 1,7,dim. 11/09/2022,20:45,Monaco,Lyon,2,1,non,E,7.000,/spielbericht/index/spielbericht/3840018,3840018
2022-23,Ligue 1,8,dim. 18/09/2022,20:45,Lyon,PSG,0,1,non,D,58.230,/spielbericht/index/spielbericht/3840033,3840033
2022-23,Ligue 1,9,dim. 02/10/2022,20:45,RC Lens,Lyon,1,0,non,E,36.674,/spielbericht/index/spielbericht/3840045,3840045
2022-23,Ligue 1,10,ven. 07/10/2022,21:00,Lyon,Toulouse,1,1,non,D,41.295,/spielbericht/index/spielbericht/3840054,3840054
2022-23,Ligue 1,11,dim. 16/10/2022,15:00,Stade Rennais,Lyon,3,2,non,E,28.152,/spielbericht/index/spielbericht/3840066,3840066
2022-23,Ligue 1,12,sam. 22/10/2022,17:00,Montpellier,Lyon,1,2,non,E,15.339,/spielbericht/index/spielbericht/3840073,3840073
2022-23,Ligue 1,13,dim. 30/10/2022,20:45,Lyon,LOSC Lille,1,0,non,D,55.790,/spielbericht/index/spielbericht/3840083,3840083
2022-23,Ligue 1,14,dim. 06/11/2022,20:45,Marseille,Lyon,1,0,non,E,62.975,/spielbericht/index/spielbericht/3840095,3840095
2022-23,Ligue 1,15,ven. 11/11/2022,21:00,Lyon,OGC Nice,1,1,non,D,57.000,/spielbericht/index/spielbericht/3840103,3840103
2022-23,Ligue 1,16,mer. 28/12/2022,21:00,Stade Brestois,Lyon,2,4,non,E,14.601,/spielbericht/index/spielbericht/3840116,3840116
2022-23,Ligue 1,17,dim. 01/01/2023,17:00,Lyon,Clermont Foot,0,1,non,D,30.000,/spielbericht/index/spielbericht/3840124,3840124
2022-23,Coupe de France,5e tour,sam. 07/01/2023,15:30,Lyon,FC Metz,2,1,non,D,29.763,/spielbericht/index/spielbericht/3969296,3969296
2022-23,Ligue 1,18,mer. 11/01/2023,19:00,FC Nantes,Lyon,0,0,non,E,27.657,/spielbericht/index/spielbericht/3840133,3840133
2022-23,Ligue 1,19,sam. 14/01/2023,21:00,Lyon,R. Strasbourg,1,2,non,D,38.473,/spielbericht/index/spielbericht/3840143,3840143
2022-23,Coupe de France,6e tour,sam. 21/01/2023,15:30,Chambéry SF,Lyon,0,3,non,E,18.344,/spielbericht/index/spielbericht/3998069,3998069
2022-23,Ligue 1,20,dim. 29/01/2023,17:05,AC Ajaccio,Lyon,0,2,non,E,9.788,/spielbericht/index/spielbericht/3840149,3840149
2022-23,Ligue 1,21,mer. 01/02/2023,21:00,Lyon,Stade Brestois,0,0,non,D,30.837,/spielbericht/index/spielbericht/3840164,3840164
2022-23,Ligue 1,22,sam. 04/02/2023,19:00,Troyes,Lyon,1,3,non,E,10.240,/spielbericht/index/spielbericht/3840178,3840178
2022-23,Coupe de France,Huitièmes de finale,mer. 08/02/2023,18:15,Lyon,LOSC Lille,6,4,oui,D,24.779,/spielbericht/index/spielbericht/4007543,4007543
2022-23,Ligue 1,23,dim. 12/02/2023,20:45,Lyon,RC Lens,2,1,non,D,53.426,/spielbericht/index/spielbericht/3840186,3840186
2022-23,Ligue 1,24,ven. 17/02/2023,21:00,AJ Auxerre,Lyon,2,1,non,E,16.396,/spielbericht/index/spielbericht/3840189,3840189
2022-23,Ligue 1,25,sam. 25/02/2023,17:00,Angers SCO,Lyon,1,3,non,E,12.031,/spielbericht/index/spielbericht/3840201,3840201
2022-23,Coupe de France,Quarts de finale,mar. 28/02/2023,21:10,Lyon,Grenoble,2,1,non,D,34.017,/spielbericht/index/spielbericht/4022487,4022487
2022-23,Ligue 1,26,dim. 05/03/2023,17:05,Lyon,FC Lorient,0,0,non,D,38.568,/spielbericht/index/spielbericht/3840211,3840211
2022-23,Ligue 1,27,ven. 10/03/2023,21:00,LOSC Lille,Lyon,3,3,non,E,40.314,/spielbericht/index/spielbericht/3840226,3840226
2022-23,Ligue 1,28,ven. 17/03/2023,21:00,Lyon,FC Nantes,1,1,non,D,38.880,/spielbericht/index/spielbericht/3840232,3840232
2022-23,Ligue 1,29,dim. 02/04/2023,20:45,PSG,Lyon,0,1,non,E,47.000,/spielbericht/index/spielbericht/3840253,3840253
2022-23,Coupe de France,Demi-finales,mer. 05/04/2023,21:10,FC Nantes,Lyon,1,0,non,E,34.687,/spielbericht/index/spielbericht/4035012,4035012
2022-23,Ligue 1,30,dim. 09/04/2023,13:00,Lyon,Stade Rennais,3,1,non,D,44.671,/spielbericht/index/spielbericht/3840262,3840262
2022-23,Ligue 1,31,ven. 14/04/2023,21:00,Toulouse,Lyon,1,2,non,E,28.302,/spielbericht/index/spielbericht/3840275,3840275
2022-23,Ligue 1,32,dim. 23/04/2023,20:45,Lyon,Marseille,1,2,non,D,57.509,/spielbericht/index/spielbericht/3840283,3840283
2022-23,Ligue 1,33,ven. 28/04/2023,21:00,R. Strasbourg,Lyon,1,2,non,E,25.360,/spielbericht/index/spielbericht/3840291,3840291
2022-23,Ligue 1,34,dim. 07/05/2023,17:05,Lyon,Montpellier,5,4,non,D,49.531,/spielbericht/index/spielbericht/3840411,3840411
2022-23,Ligue 1,35,dim. 14/05/2023,13:00,Clermont Foot,Lyon,2,1,non,E,13.191,/spielbericht/index/spielbericht/3840416,3840416
2022-23,Ligue 1,36,ven. 19/05/2023,21:00,Lyon,Monaco,3,1,non,D,53.980,/spielbericht/index/spielbericht/3840431,3840431
2022-23,Ligue 1,37,sam. 27/05/2023,21:00,Lyon,Stade de Reims,3,0,non,D,56.874,/spielbericht/index/spielbericht/3840439,3840439
2022-23,Ligue 1,38,sam. 03/06/2023,21:00,OGC Nice,Lyon,3,1,non,E,25.243,/spielbericht/index/spielbericht/3840450,3840450
2023-24,Ligue 1,1,dim. 13/08/2023,20:45,R. Strasbourg,Lyon,2,1,non,E,25.410,/spielbericht/index/spielbericht/4094579,4094579
2023-24,Ligue 1,2,sam. 19/08/2023,19:00,Lyon,Montpellier,1,4,non,D,42.576,/spielbericht/index/spielbericht/4094591,4094591
2023-24,Ligue 1,3,dim. 27/08/2023,20:45,OGC Nice,Lyon,0,0,non,E,28.033,/spielbericht/index/spielbericht/4094601,4094601
2023-24,Ligue 1,4,dim. 03/09/2023,20:45,Lyon,PSG,1,4,non,D,51.657,/spielbericht/index/spielbericht/4094608,4094608
2023-24,Ligue 1,5,dim. 17/09/2023,20:45,Lyon,Le Havre AC,0,0,non,D,35.507,/spielbericht/index/spielbericht/4094619,4094619
2023-24,Ligue 1,6,sam. 23/09/2023,21:00,Stade Brestois,Lyon,1,0,non,E,14.636,/spielbericht/index/spielbericht/4094631,4094631
2023-24,Ligue 1,7,dim. 01/10/2023,13:00,Stade de Reims,Lyon,2,0,non,E,16.477,/spielbericht/index/spielbericht/4094639,4094639
2023-24,Ligue 1,8,dim. 08/10/2023,15:00,Lyon,FC Lorient,3,3,non,D,43.100,/spielbericht/index/spielbericht/4094644,4094644
2023-24,Ligue 1,9,dim. 22/10/2023,20:45,Lyon,Clermont Foot,1,2,non,D,43.999,/spielbericht/index/spielbericht/4094655,4094655
2023-24,Ligue 1,11,dim. 05/11/2023,13:00,Lyon,FC Metz,1,1,non,D,42.040,/spielbericht/index/spielbericht/4094674,4094674
2023-24,Ligue 1,12,dim. 12/11/2023,17:05,Stade Rennais,Lyon,0,1,non,E,28.441,/spielbericht/index/spielbericht/4094677,4094677
2023-24,Ligue 1,13,dim. 26/11/2023,20:45,Lyon,LOSC Lille,0,2,non,D,40.029,/spielbericht/index/spielbericht/4094690,4094690
2023-24,Ligue 1,14,sam. 02/12/2023,17:00,RC Lens,Lyon,3,2,non,E,38.130,/spielbericht/index/spielbericht/4094700,4094700
2023-24,Ligue 1,10,mer. 06/12/2023,21:00,Marseille,Lyon,3,0,non,E,X,/spielbericht/index/spielbericht/4094660,4094660
2023-24,Ligue 1,15,dim. 10/12/2023,17:05,Lyon,Toulouse,3,0,non,D,36.777,/spielbericht/index/spielbericht/4094708,4094708
2023-24,Ligue 1,16,ven. 15/12/2023,21:00,Monaco,Lyon,0,1,non,E,5.324,/spielbericht/index/spielbericht/4094716,4094716
2023-24,Ligue 1,17,mer. 20/12/2023,21:00,Lyon,FC Nantes,1,0,non,D,40.028,/spielbericht/index/spielbericht/4094725,4094725
2023-24,Coupe de France,5e tour,dim. 07/01/2024,14:30,CA Pontarlier,Lyon,0,3,non,E,10.215,/spielbericht/index/spielbericht/4240667,4240667
2023-24,Ligue 1,18,dim. 14/01/2024,17:05,Le Havre AC,Lyon,3,1,non,E,23.146,/spielbericht/index/spielbericht/4094737,4094737
2023-24,Coupe de France,6e tour,ven. 19/01/2024,20:45,Bergerac,Lyon,1,2,non,E,9.000,/spielbericht/index/spielbericht/4259227,4259227
2023-24,Ligue 1,19,ven. 26/01/2024,21:00,Lyon,Stade Rennais,2,3,non,D,40.516,/spielbericht/index/spielbericht/4094744,4094744
2023-24,Ligue 1,20,dim. 04/02/2024,20:45,Lyon,Marseille,1,0,non,D,46.380,/spielbericht/index/spielbericht/4094753,4094753
2023-24,Coupe de France,Huitièmes de finale,mer. 07/02/2024,18:30,Lyon,LOSC Lille,2,1,non,D,29.085,/spielbericht/index/spielbericht/4271194,4271194
2023-24,Ligue 1,21,dim. 11/02/2024,17:05,Montpellier,Lyon,1,2,non,E,15.519,/spielbericht/index/spielbericht/4094766,4094766
2023-24,Ligue 1,22,ven. 16/02/2024,21:00,Lyon,OGC Nice,1,0,non,D,48.033,/spielbericht/index/spielbericht/4094771,4094771
2023-24,Ligue 1,23,ven. 23/02/2024,21:00,FC Metz,Lyon,1,2,non,E,27.560,/spielbericht/index/spielbericht/4094784,4094784
2023-24,Coupe de France,Quarts de finale,mar. 27/02/2024,20:45,Lyon,R. Strasbourg,4,3,oui,D,56.602,/spielbericht/index/spielbericht/4284622,4284622
2023-24,Ligue 1,24,dim. 03/03/2024,20:45,Lyon,RC Lens,0,3,non,D,48.242,/spielbericht/index/spielbericht/4094788,4094788
2023-24,Ligue 1,25,sam. 09/03/2024,17:00,FC Lorient,Lyon,0,2,non,E,16.426,/spielbericht/index/spielbericht/4094797,4094797
2023-24,Ligue 1,26,ven. 15/03/2024,21:00,Toulouse,Lyon,2,3,non,E,28.436,/spielbericht/index/spielbericht/4094804,4094804
2023-24,Ligue 1,27,sam. 30/03/2024,21:00,Lyon,Stade de Reims,1,1,non,D,43.097,/spielbericht/index/spielbericht/4094816,4094816
2023-24,Coupe de France,Demi-finales,mar. 02/04/2024,20:45,Lyon,Valenciennes FC,3,0,non,D,56.719,/spielbericht/index/spielbericht/4306321,4306321
2023-24,Ligue 1,28,dim. 07/04/2024,20:45,FC Nantes,Lyon,1,3,non,E,X,/spielbericht/index/spielbericht/4094827,4094827
2023-24,Ligue 1,29,dim. 14/04/2024,20:45,Lyon,Stade Brestois,4,3,non,D,47.958,/spielbericht/index/spielbericht/4094835,4094835
2023-24,Ligue 1,30,dim. 21/04/2024,21:00,PSG,Lyon,4,1,non,E,47.700,/spielbericht/index/spielbericht/4094839,4094839
2023-24,Ligue 1,31,dim. 28/04/2024,19:00,Lyon,Monaco,3,2,non,D,55.939,/spielbericht/index/spielbericht/4094853,4094853
2023-24,Ligue 1,32,lun. 06/05/2024,21:00,LOSC Lille,Lyon,3,4,non,E,45.227,/spielbericht/index/spielbericht/4094859,4094859
2023-24,Ligue 1,33,dim. 12/05/2024,21:00,Clermont Foot,Lyon,0,1,non,E,10.603,/spielbericht/index/spielbericht/4094871,4094871
2023-24,Ligue 1,34,dim. 19/05/2024,21:00,Lyon,R. Strasbourg,2,1,non,D,57.027,/spielbericht/index/spielbericht/4094879,4094879
2023-24,Coupe de France,Finale,sam. 25/05/2024,21:00,Lyon,PSG,1,2,non,D,46.577,/spielbericht/index/spielbericht/4323552,4323552
2024-25,Ligue 1,1,dim. 18/08/2024,20:45,Stade Rennais,Lyon,3,0,non,E,26.026,/spielbericht/index/spielbericht/4363751,4363751
2024-25,Ligue 1,2,sam. 24/08/2024,17:00,Lyon,Monaco,0,2,non,D,54.392,/spielbericht/index/spielbericht/4363759,4363759
2024-25,Ligue 1,3,ven. 30/08/2024,20:45,Lyon,R. Strasbourg,4,3,non,D,43.805,/spielbericht/index/spielbericht/4363762,4363762
2024-25,Ligue 1,4,dim. 15/09/2024,20:45,RC Lens,Lyon,0,0,non,E,38.116,/spielbericht/index/spielbericht/4363772,4363772
2024-25,Ligue 1,5,dim. 22/09/2024,20:45,Lyon,Marseille,2,3,non,D,53.228,/spielbericht/index/spielbericht/4363779,4363779
2024-25,UEFA Europa League,Phase de groupe,jeu. 26/09/2024,21:00,Lyon,Olympiakos,2,0,non,D,24.412,/spielbericht/index/spielbericht/4445401,4445401
2024-25,Ligue 1,6,dim. 29/09/2024,15:00,Toulouse,Lyon,1,2,non,E,30.026,/spielbericht/index/spielbericht/4363794,4363794
2024-25,UEFA Europa League,Phase de groupe,jeu. 03/10/2024,21:00,Glasgow Rangers,Lyon,1,4,non,E,41.981,/spielbericht/index/spielbericht/4445356,4445356
2024-25,Ligue 1,7,dim. 06/10/2024,15:00,Lyon,FC Nantes,2,0,non,D,51.888,/spielbericht/index/spielbericht/4363797,4363797
2024-25,Ligue 1,8,dim. 20/10/2024,15:00,Le Havre AC,Lyon,0,4,non,E,22.490,/spielbericht/index/spielbericht/4363808,4363808
2024-25,UEFA Europa League,Phase de groupe,jeu. 24/10/2024,21:00,Lyon,Besiktas,0,1,non,D,27.350,/spielbericht/index/spielbericht/4445402,4445402
2024-25,Ligue 1,9,dim. 27/10/2024,15:00,Lyon,AJ Auxerre,2,2,non,D,54.868,/spielbericht/index/spielbericht/4363818,4363818
2024-25,Ligue 1,10,ven. 01/11/2024,21:00,LOSC Lille,Lyon,1,1,non,E,45.084,/spielbericht/index/spielbericht/4363829,4363829
2024-25,UEFA Europa League,Phase de groupe,jeu. 07/11/2024,21:00,Hoffenheim,Lyon,2,2,non,E,18.227,/spielbericht/index/spielbericht/4445417,4445417
2024-25,Ligue 1,11,dim. 10/11/2024,20:45,Lyon,Saint-Étienne,1,0,non,D,58.082,/spielbericht/index/spielbericht/4363834,4363834
2024-25,Ligue 1,12,sam. 23/11/2024,21:00,Stade de Reims,Lyon,1,1,non,E,18.274,/spielbericht/index/spielbericht/4363850,4363850
2024-25,UEFA Europa League,Phase de groupe,jeu. 28/11/2024,18:45,Qarabağ,Lyon,1,4,non,E,22.563,/spielbericht/index/spielbericht/4445452,4445452
2024-25,Ligue 1,13,dim. 01/12/2024,17:00,Lyon,OGC Nice,4,1,non,D,50.977,/spielbericht/index/spielbericht/4363859,4363859
2024-25,Ligue 1,14,sam. 07/12/2024,21:00,Angers SCO,Lyon,0,3,non,E,16.301,/spielbericht/index/spielbericht/4363863,4363863
2024-25,UEFA Europa League,Phase de groupe,jeu. 12/12/2024,21:00,Lyon,Francfort,3,2,non,D,41.091,/spielbericht/index/spielbericht/4445399,4445399
2024-25,Ligue 1,15,dim. 15/12/2024,20:45,PSG,Lyon,3,1,non,E,47.926,/spielbericht/index/spielbericht/4363877,4363877
2024-25,Coupe de France,5e tour,sam. 21/12/2024,18:00,EFAFC,Lyon,1,2,non,E,10.219,/spielbericht/index/spielbericht/4502430,4502430
2024-25,Ligue 1,16,sam. 04/01/2025,21:00,Lyon,Montpellier,1,0,non,D,48.162,/spielbericht/index/spielbericht/4363879,4363879
2024-25,Ligue 1,17,sam. 11/01/2025,17:00,Stade Brestois,Lyon,2,1,non,E,14.735,/spielbericht/index/spielbericht/4363893,4363893
2024-25,Coupe de France,6e tour,mer. 15/01/2025,18:00,Bourgoin-Jall.,Lyon,6,4,oui,E,6.359,/spielbericht/index/spielbericht/4515308,4515308
2024-25,Ligue 1,18,sam. 18/01/2025,21:05,Lyon,Toulouse,0,0,non,D,42.750,/spielbericht/index/spielbericht/4363899,4363899
2024-25,UEFA Europa League,Phase de groupe,jeu. 23/01/2025,18:45,Fenerbahçe,Lyon,0,0,non,E,36.722,/spielbericht/index/spielbericht/4445405,4445405
2024-25,Ligue 1,19,dim. 26/01/2025,17:15,FC Nantes,Lyon,1,1,non,E,32.690,/spielbericht/index/spielbericht/4363906,4363906
2024-25,UEFA Europa League,Phase de groupe,jeu. 30/01/2025,21:00,Lyon,Ludogorets,1,1,non,D,35.448,/spielbericht/index/spielbericht/4445400,4445400
2024-25,Ligue 1,20,dim. 02/02/2025,20:45,Marseille,Lyon,3,2,non,E,66.096,/spielbericht/index/spielbericht/4363914,4363914
2024-25,Ligue 1,21,dim. 09/02/2025,15:00,Lyon,Stade de Reims,4,0,non,D,43.489,/spielbericht/index/spielbericht/4363929,4363929
2024-25,Ligue 1,22,dim. 16/02/2025,15:00,Montpellier,Lyon,1,4,non,E,16.573,/spielbericht/index/spielbericht/4363934,4363934
2024-25,Ligue 1,23,dim. 23/02/2025,20:45,Lyon,PSG,2,3,non,D,57.777,/spielbericht/index/spielbericht/4363949,4363949
2024-25,Ligue 1,24,dim. 02/03/2025,15:00,Lyon,Stade Brestois,2,1,non,D,47.804,/spielbericht/index/spielbericht/4363952,4363952
2024-25,UEFA Europa League,Huitièmes de finale,jeu. 06/03/2025,18:45,FCSB,Lyon,1,3,non,E,53.028,/spielbericht/index/spielbericht/4547688,4547688
2024-25,Ligue 1,25,dim. 09/03/2025,20:45,OGC Nice,Lyon,0,2,non,E,23.840,/spielbericht/index/spielbericht/4363963,4363963
2024-25,UEFA Europa League,Huitièmes de finale,jeu. 13/03/2025,21:00,Lyon,FCSB,4,0,non,D,37.322,/spielbericht/index/spielbericht/4547696,4547696
2024-25,Ligue 1,26,dim. 16/03/2025,15:00,Lyon,Le Havre AC,4,2,non,D,39.991,/spielbericht/index/spielbericht/4363972,4363972
2024-25,Ligue 1,27,ven. 28/03/2025,20:45,R. Strasbourg,Lyon,4,2,non,E,19.496,/spielbericht/index/spielbericht/4363980,4363980
2024-25,Ligue 1,28,sam. 05/04/2025,21:05,Lyon,LOSC Lille,2,1,non,D,53.771,/spielbericht/index/spielbericht/4363990,4363990
2024-25,UEFA Europa League,Quarts de finale,jeu. 10/04/2025,21:00,Lyon,Manchester Utd.,2,2,non,D,58.018,/spielbericht/index/spielbericht/4547798,4547798
2024-25,Ligue 1,29,dim. 13/04/2025,20:45,AJ Auxerre,Lyon,1,3,non,E,17.511,/spielbericht/index/spielbericht/4363997,4363997
2024-25,UEFA Europa League,Quarts de finale,jeu. 17/04/2025,21:00,Manchester Utd.,Lyon,5,4,non,E,73.228,/spielbericht/index/spielbericht/4547802,4547802
2024-25,Ligue 1,30,dim. 20/04/2025,20:45,Saint-Étienne,Lyon,2,1,non,E,40.372,/spielbericht/index/spielbericht/4364004,4364004
2024-25,Ligue 1,31,sam. 26/04/2025,21:05,Lyon,Stade Rennais,4,1,non,D,51.034,/spielbericht/index/spielbericht/4364021,4364021
2024-25,Ligue 1,32,dim. 04/05/2025,17:15,Lyon,RC Lens,1,2,non,D,52.020,/spielbericht/index/spielbericht/4364022,4364022
2024-25,Ligue 1,33,sam. 10/05/2025,21:00,Monaco,Lyon,2,0,non,E,13.578,/spielbericht/index/spielbericht/4364039,4364039
2024-25,Ligue 1,34,sam. 17/05/2025,21:00,Lyon,Angers SCO,2,0,non,D,56.517,/spielbericht/index/spielbericht/4364041,4364041
2025-26,Ligue 1,1,sam. 16/08/2025,17:00,RC Lens,Lyon,0,1,non,E,38.137,/spielbericht/index/spielbericht/4635007,4635007
2025-26,Ligue 1,2,sam. 23/08/2025,21:05,Lyon,FC Metz,3,0,non,D,49.853,/spielbericht/index/spielbericht/4635021,4635021
2025-26,Ligue 1,3,dim. 31/08/2025,20:45,Lyon,Marseille,1,0,non,D,52.095,/spielbericht/index/spielbericht/4635032,4635032
2025-26,Ligue 1,4,dim. 14/09/2025,20:45,Stade Rennais,Lyon,3,1,non,E,27.392,/spielbericht/index/spielbericht/4635041,4635041
2025-26,Ligue 1,5,ven. 19/09/2025,20:45,Lyon,Angers SCO,1,0,non,D,44.437,/spielbericht/index/spielbericht/4635049,4635049
2025-26,UEFA Europa League,Phase de groupe,jeu. 25/09/2025,21:00,FC Utrecht,Lyon,0,1,non,E,22.083,/spielbericht/index/spielbericht/4716044,4716044
2025-26,Ligue 1,6,dim. 28/09/2025,17:15,LOSC Lille,Lyon,0,1,non,E,45.287,/spielbericht/index/spielbericht/4635058,4635058
2025-26,UEFA Europa League,Phase de groupe,jeu. 02/10/2025,21:00,Lyon,RB Salzbourg,2,0,non,D,31.767,/spielbericht/index/spielbericht/4715963,4715963
2025-26,Ligue 1,7,dim. 05/10/2025,15:00,Lyon,Toulouse,1,2,non,D,51.414,/spielbericht/index/spielbericht/4635062,4635062
2025-26,Ligue 1,8,sam. 18/10/2025,17:00,OGC Nice,Lyon,3,2,non,E,24.122,/spielbericht/index/spielbericht/4635070,4635070
2025-26,UEFA Europa League,Phase de groupe,jeu. 23/10/2025,18:45,Lyon,FC Bâle,2,0,non,D,35.586,/spielbericht/index/spielbericht/4715965,4715965
2025-26,Ligue 1,9,dim. 26/10/2025,20:45,Lyon,R. Strasbourg,2,1,non,D,49.058,/spielbericht/index/spielbericht/4635078,4635078
2025-26,Ligue 1,10,mer. 29/10/2025,21:05,Paris FC,Lyon,3,3,non,E,18.445,/spielbericht/index/spielbericht/4635091,4635091
2025-26,Ligue 1,11,dim. 02/11/2025,20:45,Stade Brestois,Lyon,0,0,non,E,14.534,/spielbericht/index/spielbericht/4635101,4635101
2025-26,UEFA Europa League,Phase de groupe,jeu. 06/11/2025,21:00,Real Betis,Lyon,2,0,non,E,55.836,/spielbericht/index/spielbericht/4715940,4715940
2025-26,Ligue 1,12,dim. 09/11/2025,20:45,Lyon,PSG,2,3,non,D,58.257,/spielbericht/index/spielbericht/4635106,4635106
2025-26,Ligue 1,13,dim. 23/11/2025,15:00,AJ Auxerre,Lyon,0,0,non,E,17.359,/spielbericht/index/spielbericht/4635120,4635120
2025-26,UEFA Europa League,Phase de groupe,jeu. 27/11/2025,21:00,M. Tel Aviv,Lyon,0,6,non,E,320,/spielbericht/index/spielbericht/4715984,4715984
2025-26,Ligue 1,14,dim. 30/11/2025,20:45,Lyon,FC Nantes,3,0,non,D,46.449,/spielbericht/index/spielbericht/4635123,4635123
2025-26,Ligue 1,15,dim. 07/12/2025,20:45,FC Lorient,Lyon,1,0,non,E,16.213,/spielbericht/index/spielbericht/4635138,4635138
2025-26,UEFA Europa League,Phase de groupe,jeu. 11/12/2025,21:00,Lyon,Go Ahead Eagles,2,1,non,D,26.403,/spielbericht/index/spielbericht/4715966,4715966
2025-26,Ligue 1,16,dim. 14/12/2025,15:00,Lyon,Le Havre AC,1,0,non,D,42.168,/spielbericht/index/spielbericht/4635145,4635145
2025-26,Coupe de France,5e tour,dim. 21/12/2025,21:00,Lyon,St-Cyr Coll.,3,0,non,D,28.607,/spielbericht/index/spielbericht/4778381,4778381
2025-26,Ligue 1,17,sam. 03/01/2026,17:00,Monaco,Lyon,1,3,non,E,11.828,/spielbericht/index/spielbericht/4635152,4635152
2025-26,Coupe de France,Seizièmes de finale,dim. 11/01/2026,21:00,LOSC Lille,Lyon,1,2,non,E,20.333,/spielbericht/index/spielbericht/4788533,4788533
2025-26,Ligue 1,18,dim. 18/01/2026,20:45,Lyon,Stade Brestois,2,1,non,D,46.046,/spielbericht/index/spielbericht/4635161,4635161
2025-26,UEFA Europa League,Phase de groupe,jeu. 22/01/2026,18:45,BSC Young Boys,Lyon,0,1,non,E,22.746,/spielbericht/index/spielbericht/4715988,4715988
2025-26,Ligue 1,19,dim. 25/01/2026,17:15,FC Metz,Lyon,2,5,non,E,28.244,/spielbericht/index/spielbericht/4635173,4635173
2025-26,UEFA Europa League,Phase de groupe,jeu. 29/01/2026,21:00,Lyon,PAOK Saloniki,4,2,non,D,26.149,/spielbericht/index/spielbericht/4715964,4715964
2025-26,Ligue 1,20,dim. 01/02/2026,15:00,Lyon,LOSC Lille,1,0,non,D,56.150,/spielbericht/index/spielbericht/4635178,4635178
2025-26,Coupe de France,Huitièmes de finale,mer. 04/02/2026,20:30,Lyon,Stade Lavallois,2,0,non,D,24.678,/spielbericht/index/spielbericht/4803951,4803951
2025-26,Ligue 1,21,sam. 07/02/2026,21:05,FC Nantes,Lyon,0,1,non,E,30.849,/spielbericht/index/spielbericht/4635191,4635191
2025-26,Ligue 1,22,dim. 15/02/2026,20:45,Lyon,OGC Nice,2,0,non,D,48.618,/spielbericht/index/spielbericht/4635195,4635195
2025-26,Ligue 1,23,dim. 22/02/2026,20:45,R. Strasbourg,Lyon,3,1,non,E,29.000,/spielbericht/index/spielbericht/4635204,4635204
2025-26,Ligue 1,24,dim. 01/03/2026,20:45,Marseille,Lyon,3,2,non,E,66.225,/spielbericht/index/spielbericht/4635221,4635221
2025-26,Coupe de France,Quarts de finale,jeu. 05/03/2026,21:10,Lyon,RC Lens,6,7,oui,D,47.879,/spielbericht/index/spielbericht/4818818,4818818
2025-26,Ligue 1,25,dim. 08/03/2026,20:45,Lyon,Paris FC,1,1,non,D,42.148,/spielbericht/index/spielbericht/4635225,4635225
2025-26,UEFA Europa League,Huitièmes de finale,jeu. 12/03/2026,21:00,Celta de Vigo,Lyon,1,1,non,E,21.673,/spielbericht/index/spielbericht/4805907,4805907
2025-26,Ligue 1,26,dim. 15/03/2026,17:15,Le Havre AC,Lyon,0,0,non,E,22.264,/spielbericht/index/spielbericht/4635233,4635233
2025-26,UEFA Europa League,Huitièmes de finale,jeu. 19/03/2026,18:45,Lyon,Celta de Vigo,0,2,non,D,41.764,/spielbericht/index/spielbericht/4805915,4805915
2025-26,Ligue 1,27,dim. 22/03/2026,15:00,Lyon,Monaco,1,2,non,D,56.039,/spielbericht/index/spielbericht/4635240,4635240
2025-26,Ligue 1,28,dim. 05/04/2026,15:00,Angers SCO,Lyon,0,0,non,E,14.674,/spielbericht/index/spielbericht/4635251,4635251
2025-26,Ligue 1,29,dim. 12/04/2026,20:45,Lyon,FC Lorient,2,0,non,D,43.551,/spielbericht/index/spielbericht/4635259,4635259
2025-26,Ligue 1,30,dim. 19/04/2026,20:45,PSG,Lyon,1,2,non,E,47.926,/spielbericht/index/spielbericht/4635275,4635275
2025-26,Ligue 1,31,sam. 25/04/2026,15:00,Lyon,AJ Auxerre,3,2,non,D,51.440,/spielbericht/index/spielbericht/4635281,4635281
2025-26,Ligue 1,32,dim. 03/05/2026,20:45,Lyon,Stade Rennais,4,2,non,D,51.460,/spielbericht/index/spielbericht/4635290,4635290
2025-26,Ligue 1,33,dim. 10/05/2026,21:00,Toulouse,Lyon,2,1,non,E,26.683,/spielbericht/index/spielbericht/4635296,4635296
